,life_stage,case,session,plankton,x_(mm),y_(mm),z_(mm),ds_(mm),dv_(mm/s),angle_(deg)
211,naupliar,withFood,trj_naupwF5_1,1,-5.3194,26.0503,13.5873,0.1031031037360167,3.093093112080502,147.85471376353777
212,naupliar,withFood,trj_naupwF5_1,1,-5.2113,26.2418,13.4887,0.2409975518547871,7.229926555643614,26.25347732067732
213,naupliar,withFood,trj_naupwF5_1,1,-5.1288,26.2984,13.4622,0.1034990821215333,3.104972463646,25.22231411918516
214,naupliar,withFood,trj_naupwF5_1,1,-5.0936,26.3606,13.4444,0.0736526985249016,2.209580955747048,0.0948002175760207
215,naupliar,withFood,trj_naupwF5_1,1,-5.0585,26.4228,13.4267,0.0735808398973511,2.2074251969205347,28.123750303693317
216,naupliar,withFood,trj_naupwF5_1,1,-4.98,26.4741,13.417,0.0942763491019891,2.828290473059676,25.809673832284822
217,naupliar,withFood,trj_naupwF5_1,1,-4.9425,26.5368,13.4093,0.0734631199990851,2.2038935999725533,0.099229154468418
218,naupliar,withFood,trj_naupwF5_1,1,-4.9049,26.5995,13.4015,0.0735247577350647,2.2057427320519416,22.69625051235704
219,naupliar,withFood,trj_naupwF5_1,1,-4.8517,26.6443,13.3771,0.0737064447657064,2.2111933429711934,27.9400615972035
220,naupliar,withFood,trj_naupwF5_1,1,-4.7933,26.7224,13.3864,0.0979625438624367,2.938876315873101,0.0582176176729291
221,naupliar,withFood,trj_naupwF5_1,1,-4.7349,26.8005,13.3958,0.0979720878617983,2.9391626358539504,71.7977020912109
222,naupliar,withFood,trj_naupwF5_1,1,-4.6978,26.7876,13.4019,0.0397495911928655,1.1924877357859665,47.223284565943366
223,naupliar,withFood,trj_naupwF5_1,1,-4.6858,26.7609,13.402,0.0292728543193191,0.8781856295795744,139.9374700446694
224,naupliar,withFood,trj_naupwF5_1,1,-4.6286,27.0071,13.4727,0.2624590825252595,7.873772475757787,110.49366305656775
225,naupliar,withFood,trj_naupwF5_1,1,-4.5995,26.9923,13.4453,0.042621708084027,1.2786512425208114,73.0931760593459
226,naupliar,withFood,trj_naupwF5_1,1,-4.5774,26.9724,13.4637,0.0349711309511142,1.049133928533429,118.20747670072228
227,naupliar,withFood,trj_naupwF5_1,1,-4.5809,27.2378,13.5125,0.2698719140629491,8.096157421888474,113.6862731814133
228,naupliar,withFood,trj_naupwF5_1,1,-4.5046,27.2086,13.4859,0.0859179259526197,2.5775377785785936,91.46991305931104
229,naupliar,withFood,trj_naupwF5_1,1,-4.4973,27.1981,13.5215,0.0378272388630192,1.1348171658905786,96.16005796855336
230,naupliar,withFood,trj_naupwF5_1,1,-4.5405,27.4606,13.5768,0.2717178315826911,8.151534947480732,142.72718905763725
231,naupliar,withFood,trj_naupwF5_1,1,-4.4767,27.397,13.5763,0.090086902488653,2.7026070746595905,24.735974197057303
232,naupliar,withFood,trj_naupwF5_1,1,-4.4631,27.3838,13.5849,0.0208124962462443,0.6243748873873319,126.16428788023715
233,naupliar,withFood,trj_naupwF5_1,1,-4.5237,27.6535,13.6781,0.2917133695941966,8.751401087825899,152.5878690354885
234,naupliar,withFood,trj_naupwF5_1,1,-4.4655,27.5882,13.6463,0.093072928394889,2.7921878518466703,144.86417128483473
235,naupliar,withFood,trj_naupwF5_1,1,-4.4721,27.6471,13.6911,0.0742954238160048,2.2288627144801447,6.640467024610185
236,naupliar,withFood,trj_naupwF5_1,1,-4.4678,27.8189,13.8117,0.2099478268522926,6.298434805568781,142.01581888450562
237,naupliar,withFood,trj_naupwF5_1,1,-4.4563,27.8058,13.7785,0.037497999946664,1.12493999839992,155.77542736456937
238,naupliar,withFood,trj_naupwF5_1,1,-4.4466,27.8317,13.9027,0.1272420527970215,3.817261583910646,23.91757168239904
239,naupliar,withFood,trj_naupwF5_1,1,-4.3974,27.9202,14.0407,0.1711633430381632,5.134900291144896,162.1848228348204
240,naupliar,withFood,trj_naupwF5_1,1,-4.4078,27.8883,13.944,0.1023555567617103,3.070666702851311,169.56557839964424
241,naupliar,withFood,trj_naupwF5_1,1,-4.3484,27.9354,14.2026,0.2694823370835272,8.084470112505818,19.95114106115323
242,naupliar,withFood,trj_naupwF5_1,1,-4.3071,27.9887,14.2972,0.1161711668186213,3.48513500455864,161.84160085983595
243,naupliar,withFood,trj_naupwF5_1,1,-4.3164,27.9509,14.1956,0.1088020679950521,3.264062039851563,165.3533336535419
244,naupliar,withFood,trj_naupwF5_1,1,-4.3161,27.9787,14.4372,0.2431943461513856,7.295830384541569,2.048068931890966
245,naupliar,withFood,trj_naupwF5_1,1,-4.3154,27.9858,14.5264,0.0894848590544792,2.684545771634376,132.66584238483492
246,naupliar,withFood,trj_naupwF5_1,1,-4.2542,27.9708,14.4693,0.0850344048018217,2.5510321440546515,132.48066428589587
247,naupliar,withFood,trj_naupwF5_1,1,-4.2473,28.0224,14.7772,0.3122700433919336,9.368101301758008,43.3171195810128
248,naupliar,withFood,trj_naupwF5_1,1,-4.2719,28.032,14.8038,0.0374817288822162,1.1244518664664882,159.76167442574956
249,naupliar,withFood,trj_naupwF5_1,1,-4.2348,28.0076,14.7115,0.1024258756369711,3.072776269109133,163.81994601843252
250,naupliar,withFood,trj_naupwF5_1,1,-4.3085,28.0065,15.0143,0.3116420061544991,9.349260184634971,118.83150985354604
251,naupliar,withFood,trj_naupwF5_1,1,-4.2835,28.0021,15.0073,0.0263317299089903,0.7899518972697104,11.313707817718816
252,naupliar,withFood,trj_naupwF5_1,1,-4.2222,27.997,14.9778,0.068219865142054,2.04659595426162,111.4180222087617
253,naupliar,withFood,trj_naupwF5_1,1,-4.1999,28.0161,15.2627,0.2864089907806671,8.592269723420014,40.55241372144208
254,naupliar,withFood,trj_naupwF5_1,1,-4.1987,28.0045,15.2782,0.0193971647412712,0.5819149422381367,45.89751690768313
255,naupliar,withFood,trj_naupwF5_1,1,-4.1846,28.0011,15.292,0.0200202397588038,0.6006071927641146,32.08281991305746
256,naupliar,withFood,trj_naupwF5_1,1,-4.0854,28.0476,15.5742,0.3027205477003494,9.08161643101048,136.35864669390395
257,naupliar,withFood,trj_naupwF5_1,1,-4.0623,28.0264,15.5229,0.060122707856516,1.8036812356954808,83.10461521250657
258,naupliar,withFood,trj_naupwF5_1,1,-4.0423,27.9973,15.5385,0.0386027201114117,1.1580816033423529,48.11575141266816
259,naupliar,withFood,trj_naupwF5_1,1,-3.9369,27.9724,15.7511,0.2385957459805166,7.157872379415499,127.22060221354772
260,naupliar,withFood,trj_naupwF5_1,1,-3.9721,27.98,15.7446,0.036593032123616,1.097790963708482,166.82764959474267
261,naupliar,withFood,trj_naupwF5_1,1,-3.9148,27.9606,15.7433,0.0605090075939116,1.8152702278173485,53.5750881200696
262,naupliar,withFood,trj_naupwF5_1,1,-3.7529,27.9058,15.9648,0.2797800922152975,8.393402766458925,134.13177846946988
263,naupliar,withFood,trj_naupwF5_1,1,-3.7576,27.8944,15.9446,0.0236662206530742,0.7099866195922275,112.30526244547508
264,naupliar,withFood,trj_naupwF5_1,1,-3.6833,27.8658,15.9827,0.0882613165548761,2.6478394966462844,17.410402768758367
265,naupliar,withFood,trj_naupwF5_1,1,-3.5214,27.8487,16.1073,0.2050101948684499,6.150305846053498,168.6858629665754
266,naupliar,withFood,trj_naupwF5_1,1,-3.5684,27.8483,16.0828,0.0530038677833986,1.590116033501959,162.3120276598119
267,naupliar,withFood,trj_naupwF5_1,1,-3.4805,27.8771,16.1169,0.0985832642997793,2.957497928993381,36.96647573290674
268,naupliar,withFood,trj_naupwF5_1,1,-3.2131,27.8312,16.0951,0.2721852494166431,8.165557482499294,120.94131891493598
269,naupliar,withFood,trj_naupwF5_1,1,-3.2377,27.8179,16.1352,0.0488882398946835,1.4666471968405062,141.18476058328628
270,naupliar,withFood,trj_naupwF5_1,1,-3.1257,27.8575,16.0991,0.1241586485106857,3.724759455320573,4.493448183891653
271,naupliar,withFood,trj_naupwF5_1,1,-2.906,27.9319,16.0478,0.2375608132668342,7.126824398005028,139.56799371509678
272,naupliar,withFood,trj_naupwF5_1,1,-2.9425,27.8687,16.0773,0.0787193749975183,2.3615812499255493,162.24583573154118
273,naupliar,withFood,trj_naupwF5_1,1,-2.8672,27.9429,16.0547,0.1081040702286467,3.2431221068594027,26.08484141138305
274,naupliar,withFood,trj_naupwF5_1,1,-2.7143,28.0763,16.1045,0.2089354206447523,6.268062619342569,140.8035090420523
275,naupliar,withFood,trj_naupwF5_1,1,-2.727,27.9937,16.0874,0.0853021687883724,2.559065063651173,161.7393291296082
276,naupliar,withFood,trj_naupwF5_1,1,-2.6833,28.0997,16.0861,0.1146620250998541,3.439860752995625,38.51804080939836
277,naupliar,withFood,trj_naupwF5_1,1,-2.6008,28.1518,16.1135,0.1013480142874063,3.040440428622189,0.0925108321619197
278,naupliar,withFood,trj_naupwF5_1,1,-2.5184,28.204,16.1408,0.1012911151088776,3.0387334532663286,30.57723106893172
279,naupliar,withFood,trj_naupwF5_1,1,-2.451,28.2924,16.1264,0.1120922834096976,3.3627685022909297,28.1130373993504
280,naupliar,withFood,trj_naupwF5_1,1,-2.4021,28.4896,16.1561,0.2053317802971556,6.159953408914671,120.5576639682795
281,naupliar,withFood,trj_naupwF5_1,1,-2.315,28.401,16.1635,0.124463368104836,3.7339010431450816,156.8274590939664
282,naupliar,withFood,trj_naupwF5_1,1,-2.4062,28.5648,16.2103,0.1932307428956395,5.796922286869187,33.00897061131152
283,naupliar,withFood,trj_naupwF5_1,1,-2.4021,28.6606,16.2647,0.1102443195815528,3.3073295874465845,137.4540674022471
284,naupliar,withFood,trj_naupwF5_1,1,-2.3444,28.6037,16.2273,0.0892505462168159,2.6775163865044784,171.7977239793889
285,naupliar,withFood,trj_naupwF5_1,1,-2.4741,28.7274,16.3434,0.2135485659048071,6.406456977144215,39.473758285718766
286,naupliar,withFood,trj_naupwF5_1,1,-2.4724,28.8201,16.4031,0.1102736142510984,3.3082084275329526,140.00704784453038
287,naupliar,withFood,trj_naupwF5_1,1,-2.4056,28.7608,16.3294,0.1158033678266734,3.4741010348002037,153.8112158925834
288,naupliar,withFood,trj_naupwF5_1,1,-2.549,28.9236,16.3838,0.2236666269249846,6.709998807749541,91.92049622800116
289,naupliar,withFood,trj_naupwF5_1,1,-2.5488,28.9168,16.402,0.0194298739059221,0.582896217177664,80.9502905063159
290,naupliar,withFood,trj_naupwF5_1,1,-2.4777,28.8856,16.4026,0.0776466998654797,2.3294009959643915,139.24277536066506
291,naupliar,withFood,trj_naupwF5_1,1,-2.5857,29.0704,16.32,0.2294292919398035,6.882878758194107,169.84753308285516
292,naupliar,withFood,trj_naupwF5_1,1,-2.5719,29.0513,16.3252,0.0241306858584649,0.7239205757539483,50.6211272375058
293,naupliar,withFood,trj_naupwF5_1,1,-2.5592,29.0493,16.3384,0.0184263398427369,0.5527901952821078,156.81444192929845
294,naupliar,withFood,trj_naupwF5_1,1,-2.6575,29.1414,16.157,0.2259452588570966,6.778357765712899,115.37984886981438
295,naupliar,withFood,trj_naupwF5_1,1,-2.6334,29.1379,16.1552,0.0244192546978818,0.7325776409364565,100.5881841597286
296,naupliar,withFood,trj_naupwF5_1,1,-2.6487,29.2338,16.0761,0.1252505888209717,3.7575176646291513,1.2074182697257331e-06
297,naupliar,withFood,trj_naupwF5_1,1,-2.664,29.3297,15.997,0.1252505888209717,3.7575176646291526,124.55691421529306
298,naupliar,withFood,trj_naupwF5_1,1,-2.6174,29.2856,15.9923,0.0643308635104491,1.9299259053134747,50.519343832035695
299,naupliar,withFood,trj_naupwF5_1,1,-2.5773,29.2897,15.9976,0.0406559958677683,1.2196798760330492,107.24096285692252
300,naupliar,withFood,trj_naupwF5_1,1,-2.677,29.5332,15.9589,0.2659511797304168,7.978535391912505,129.90759484176442
301,naupliar,withFood,trj_naupwF5_1,1,-2.6577,29.516,15.9406,0.031673648353167,0.9502094505950116,59.54191137391636
302,naupliar,withFood,trj_naupwF5_1,1,-2.5881,29.5154,15.9526,0.0706294556116642,2.1188836683499286,90.3892602672758
303,naupliar,withFood,trj_naupwF5_1,1,-2.5984,29.7535,16.0144,0.2462050771206788,7.386152313620366,130.8989539367388
304,naupliar,withFood,trj_naupwF5_1,1,-2.596,29.7274,15.9616,0.0589475190317602,1.7684255709528076,168.04352843542097
305,naupliar,withFood,trj_naupwF5_1,1,-2.578,29.7771,16.0564,0.1085409139449268,3.256227418347806,50.57794282453051
306,naupliar,withFood,trj_naupwF5_1,1,-2.5348,29.988,16.0969,0.2190554724265056,6.571664172795169,135.50294640997458
307,naupliar,withFood,trj_naupwF5_1,1,-2.4837,29.912,16.073,0.0946489302633694,2.8394679079010827,133.01275864338058
308,naupliar,withFood,trj_naupwF5_1,1,-2.4497,30.0612,16.1874,0.1910601999370881,5.731805998112644,40.48929456978293
309,naupliar,withFood,trj_naupwF5_1,1,-2.3322,30.1928,16.2062,0.1774211092288617,5.322633276865852,175.47747355807746
310,naupliar,withFood,trj_naupwF5_1,1,-2.4006,30.1054,16.1892,0.1122778695914728,3.3683360877441846,157.8718184480914
311,naupliar,withFood,trj_naupwF5_1,1,-2.2996,30.2598,16.2973,0.2138363159054133,6.415089477162401,17.023342996197652
312,naupliar,withFood,trj_naupwF5_1,1,-2.2132,30.4171,16.3415,0.1848293537293275,5.544880611879826,147.78544783885584
313,naupliar,withFood,trj_naupwF5_1,1,-2.2057,30.3162,16.3033,0.1081494336554776,3.2444830096643296,144.77081864090633
314,naupliar,withFood,trj_naupwF5_1,1,-2.0869,30.4936,16.4091,0.2382810105736513,7.148430317209541,21.020112921763506
315,naupliar,withFood,trj_naupwF5_1,1,-2.0285,30.5819,16.419,0.1063271367055468,3.1898141011664065,133.55676419784496
316,naupliar,withFood,trj_naupwF5_1,1,-2.0192,30.5385,16.422,0.0444865148106723,1.3345954443201689,110.44006821401528
317,naupliar,withFood,trj_naupwF5_1,1,-1.8879,30.6342,16.4891,0.175785636500825,5.273569095024751,0.0277928338366102
318,naupliar,withFood,trj_naupwF5_1,1,-1.7567,30.7299,16.5561,0.1756727924295625,5.270183772886877,159.1224030338537
319,naupliar,withFood,trj_naupwF5_1,1,-1.8056,30.7112,16.5492,0.0528063443158111,1.5841903294743354,171.7465863913173
320,naupliar,withFood,trj_naupwF5_1,1,-1.5242,30.8672,16.6036,0.3263147560255279,9.789442680765838,97.87005043996152
321,naupliar,withFood,trj_naupwF5_1,1,-1.5256,30.869,16.6038,0.0022891046284514,0.0686731388535424,83.01089965213039
322,naupliar,withFood,trj_naupwF5_1,1,-1.5084,30.8883,16.5908,0.0289366549552639,0.8680996486579183,51.68040457296164
323,naupliar,withFood,trj_naupwF5_1,1,-1.2161,30.9608,16.659,0.308782739154894,9.26348217464682,145.8674044174842
324,naupliar,withFood,trj_naupwF5_1,1,-1.2555,30.9255,16.6656,0.053310505531274,1.5993151659382212,145.57960311672835
325,naupliar,withFood,trj_naupwF5_1,1,-1.1959,30.9576,16.6967,0.0744968455708019,2.2349053671240577,15.71776116830218
326,naupliar,withFood,trj_naupwF5_1,1,-0.9859,31.025,16.8665,0.2783429539255474,8.350288617766422,131.0906122382266
327,naupliar,withFood,trj_naupwF5_1,1,-0.9871,30.9794,16.7916,0.0876972633552493,2.63091790065748,132.1360022175882
328,naupliar,withFood,trj_naupwF5_1,1,-0.8473,31.0598,16.888,0.187886029283714,5.636580878511421,0.0321777632999168
329,naupliar,withFood,trj_naupwF5_1,1,-0.7075,31.1403,16.9845,0.1879801585274358,5.639404755823076,148.90527928082278
330,naupliar,withFood,trj_naupwF5_1,1,-0.7136,31.1266,16.9702,0.0207217277271964,0.6216518318158949,139.90943518203795
331,naupliar,withFood,trj_naupwF5_1,1,-0.5202,31.1991,17.075,0.231609261472853,6.948277844185593,14.40031265284384
332,naupliar,withFood,trj_naupwF5_1,1,-0.3979,31.2103,17.1531,0.1455415404618208,4.366246213854627,168.43318698472126
333,naupliar,withFood,trj_naupwF5_1,1,-0.433,31.1993,17.1239,0.0469643481802947,1.4089304454088416,153.51134130249116
334,naupliar,withFood,trj_naupwF5_1,1,-0.1812,31.3382,17.1955,0.2963494727513445,8.890484182540336,41.59831698943324
335,naupliar,withFood,trj_naupwF5_1,1,-0.1365,31.363,17.2701,0.0904338985115647,2.713016955346941,136.9751266764448
336,naupliar,withFood,trj_naupwF5_1,1,-0.1569,31.3066,17.2426,0.0659800727492778,1.979402182478334,136.10768963180155
337,naupliar,withFood,trj_naupwF5_1,1,0.1039,31.43,17.3073,0.2956861342707843,8.87058402812353,46.56710840877968
338,naupliar,withFood,trj_naupwF5_1,1,0.1584,31.4118,17.353,0.073416483162843,2.202494494885291,142.60242670598663
339,naupliar,withFood,trj_naupwF5_1,1,0.1435,31.4041,17.3169,0.0398059040846967,1.1941771225409037,123.7164335353469
340,naupliar,withFood,trj_naupwF5_1,1,0.297,31.4571,17.3429,0.1644604815753622,4.933814447260868,0.0
341,naupliar,withFood,trj_naupwF5_1,1,0.4505,31.5101,17.3689,0.1644604815753623,4.933814447260869,126.61485693970776
342,naupliar,withFood,trj_naupwF5_1,1,0.4323,31.4817,17.388,0.0387635137726204,1.1629054131786147,151.46125387619648
343,naupliar,withFood,trj_naupwF5_1,1,0.6865,31.6773,17.3438,0.3237756013043595,9.713268039130783,91.89725504104211
344,naupliar,withFood,trj_naupwF5_1,1,0.7202,31.6375,17.3764,0.0615019511885588,1.845058535656766,64.07429861926097
345,naupliar,withFood,trj_naupwF5_1,1,0.7421,31.6477,17.3885,0.0270196224992139,0.8105886749764187,53.29869394947796
346,naupliar,withFood,trj_naupwF5_1,1,0.9705,31.8305,17.2519,0.3228652350439739,9.685957051319216,109.63332362110827
347,naupliar,withFood,trj_naupwF5_1,1,0.9925,31.8039,17.3003,0.0594484650769066,1.7834539523071995,128.5615430664496
348,naupliar,withFood,trj_naupwF5_1,1,1.0298,31.8411,17.2457,0.0758702181359736,2.27610654407921,12.762210148625051
349,naupliar,withFood,trj_naupwF5_1,1,1.1557,31.9221,17.1327,0.1875654818989885,5.626964456969656,124.54127918929102
350,naupliar,withFood,trj_naupwF5_1,1,1.1703,31.8865,17.1832,0.0634883453871642,1.904650361614928,100.56149455556316
351,naupliar,withFood,trj_naupwF5_1,1,1.2592,31.9431,17.173,0.1058811125744341,3.176433377233025,35.510258991560306
352,naupliar,withFood,trj_naupwF5_1,1,1.4295,32.067,16.9906,0.2786091527570458,8.358274582711374,144.64071605203037
353,naupliar,withFood,trj_naupwF5_1,1,1.4253,32.029,17.0246,0.0511628771669427,1.5348863150082837,140.71872104817422
354,naupliar,withFood,trj_naupwF5_1,1,1.4979,32.1113,16.9923,0.1143999125873764,3.431997377621294,18.094273929508084
355,naupliar,withFood,trj_naupwF5_1,1,1.6017,32.2659,16.8706,0.2224555910738158,6.673667732214474,146.69686973595816
356,naupliar,withFood,trj_naupwF5_1,1,1.6015,32.1971,16.8941,0.0727030260718253,2.1810907821547616,153.2867762976755
357,naupliar,withFood,trj_naupwF5_1,1,1.6222,32.2928,16.9028,0.0982988809702334,2.948966429107002,24.32454754468744
358,naupliar,withFood,trj_naupwF5_1,1,1.6833,32.4744,16.839,0.2019460571538874,6.058381714616624,101.80349624975294
359,naupliar,withFood,trj_naupwF5_1,1,1.7534,32.4295,16.8324,0.0835079636920963,2.5052389107628907,107.39893146989462
360,naupliar,withFood,trj_naupwF5_1,1,1.7567,32.444,16.8466,0.0205616147225873,0.6168484416776203,60.821168939310894
361,naupliar,withFood,trj_naupwF5_1,1,1.7526,32.6617,16.785,0.2262844669879046,6.78853400963714,162.17061288886882
362,naupliar,withFood,trj_naupwF5_1,1,1.7677,32.6173,16.8039,0.0505626344250398,1.5168790327511956,165.83944006599543
363,naupliar,withFood,trj_naupwF5_1,1,1.7477,32.7201,16.7856,0.1063142981917315,3.189428945751946,14.750763591357314
364,naupliar,withFood,trj_naupwF5_1,1,1.7356,32.8969,16.795,0.1774627003062899,5.323881009188699,153.75485543914283
365,naupliar,withFood,trj_naupwF5_1,1,1.786,32.8068,16.7755,0.1050638853269759,3.1519165598092798,140.5698515619645
366,naupliar,withFood,trj_naupwF5_1,1,1.8118,32.9442,16.8262,0.1487107595300346,4.461322785901038,3.754385060847981
367,naupliar,withFood,trj_naupwF5_1,1,1.8421,33.0606,16.8687,0.1275668452224156,3.827005356672468,142.8645329352051
368,naupliar,withFood,trj_naupwF5_1,1,1.8687,33.0041,16.8412,0.0682353280932975,2.047059842798927,159.2917817716026
369,naupliar,withFood,trj_naupwF5_1,1,1.8609,33.1418,16.8914,0.1467725110502667,4.403175331508002,10.721228578583144
370,naupliar,withFood,trj_naupwF5_1,1,1.8429,33.2487,16.9128,0.1104969230340788,3.3149076910223645,148.29779992959342
371,naupliar,withFood,trj_naupwF5_1,1,1.9126,33.1598,16.9186,0.1131147205274382,3.3934416158231464,148.6983679168212
372,naupliar,withFood,trj_naupwF5_1,1,1.8529,33.4151,16.9956,0.2732602788551649,8.197808365654948,70.5358410196555
373,naupliar,withFood,trj_naupwF5_1,1,1.8744,33.4612,16.9446,0.0720309655634257,2.1609289669027736,93.02429113536202
374,naupliar,withFood,trj_naupwF5_1,1,1.9473,33.4081,16.9341,0.090797962532207,2.7239388759662098,122.95859995848708
375,naupliar,withFood,trj_naupwF5_1,1,1.9606,33.6708,17.0498,0.2873580867141228,8.620742601423684,58.63223970378044
376,naupliar,withFood,trj_naupwF5_1,1,1.9803,33.6909,17.0403,0.0297043767818822,0.8911313034564685,112.77079023022895
377,naupliar,withFood,trj_naupwF5_1,1,2.0024,33.6462,17.0542,0.0517659154270451,1.5529774628113555,129.41817422179523
378,naupliar,withFood,trj_naupwF5_1,1,1.9615,33.826,17.1755,0.2207137059631766,6.621411178895298,87.3655013932855
379,naupliar,withFood,trj_naupwF5_1,1,1.9933,33.8351,17.1755,0.0330764266510144,0.9922927995304344,39.53026027054396
380,naupliar,withFood,trj_naupwF5_1,1,2.0865,33.8018,17.1426,0.1042954457299054,3.128863371897164,139.27430663402453
381,naupliar,withFood,trj_naupwF5_1,1,2.0358,33.888,17.2286,0.1318974222644226,3.956922667932678,0.0614328136875652
382,naupliar,withFood,trj_naupwF5_1,1,1.9851,33.9743,17.3145,0.131897649713708,3.95692949141124,106.67923980704488
383,naupliar,withFood,trj_naupwF5_1,1,2.0662,33.9919,17.308,0.0832419365464307,2.4972580963929216,84.97656215254493
384,naupliar,withFood,trj_naupwF5_1,1,2.0695,34.1673,17.5176,0.2733280263712439,8.199840791137317,148.88281567810657
385,naupliar,withFood,trj_naupwF5_1,1,2.0815,34.1555,17.5005,0.0239927072253205,0.7197812167596168,81.71602075259757
386,naupliar,withFood,trj_naupwF5_1,1,2.1878,34.1561,17.5509,0.1176444218822124,3.529332656466374,56.69629564909931
387,naupliar,withFood,trj_naupwF5_1,1,2.2722,34.3429,17.6837,0.2442405371759571,7.327216115278715,151.21400260465333
388,naupliar,withFood,trj_naupwF5_1,1,2.2761,34.3046,17.6682,0.0415012048017892,1.2450361440536777,105.78930677823249
389,naupliar,withFood,trj_naupwF5_1,1,2.3403,34.3168,17.7112,0.0782271052768811,2.3468131583064347,31.74722457784109
390,naupliar,withFood,trj_naupwF5_1,1,2.4466,34.4387,17.8835,0.2363188312428765,7.089564937286295,53.62022413578588
391,naupliar,withFood,trj_naupwF5_1,1,2.4871,34.4378,17.893,0.0416090134466073,1.2482704033982217,0.1339895700520752
392,naupliar,withFood,trj_naupwF5_1,1,2.5276,34.4369,17.9026,0.0416319588777659,1.2489587663329798,69.06658686326492
393,naupliar,withFood,trj_naupwF5_1,1,2.5647,34.5396,18.0847,0.2123301909762256,6.369905729286768,52.835544778558734
394,naupliar,withFood,trj_naupwF5_1,1,2.6042,34.5518,18.1011,0.0444752740295088,1.3342582208852645,1.2074182697257331e-06
395,naupliar,withFood,trj_naupwF5_1,1,2.6437,34.564,18.1175,0.0444752740295101,1.3342582208853038,51.76376076536637
396,naupliar,withFood,trj_naupwF5_1,1,2.6894,34.7142,18.3009,0.2414209808612313,7.24262942583694,165.71483564659718
397,naupliar,withFood,trj_naupwF5_1,1,2.6908,34.6589,18.2496,0.0754436213340747,2.263308640022242,147.77683871301122
398,naupliar,withFood,trj_naupwF5_1,1,2.7536,34.7484,18.3106,0.1252001996803476,3.7560059904104297,29.491293861897944
399,naupliar,withFood,trj_naupwF5_1,1,2.9008,34.8763,18.3202,0.1952393659075979,5.857180977227937,159.17469766226597
400,naupliar,withFood,trj_naupwF5_1,1,2.8716,34.8455,18.3334,0.0444468221586198,1.3334046647585958,108.6684801097997
401,naupliar,withFood,trj_naupwF5_1,1,2.9302,34.8568,18.3961,0.0865617698525159,2.5968530955754776,17.570975957734557
402,naupliar,withFood,trj_naupwF5_1,1,3.1093,34.9306,18.5136,0.2265601465395,6.796804396185,158.95715799151398
403,naupliar,withFood,trj_naupwF5_1,1,3.0256,34.9308,18.4376,0.1130563134017739,3.3916894020532187,155.06081136639904
404,naupliar,withFood,trj_naupwF5_1,1,3.2082,34.9454,18.4958,0.1922060352850557,5.766181058551672,5.337894631177138
405,naupliar,withFood,trj_naupwF5_1,1,3.3937,34.9481,18.5694,0.1995858211396798,5.987574634190396,152.66991981384712
406,naupliar,withFood,trj_naupwF5_1,1,3.3423,34.9309,18.569,0.0542029519491314,1.6260885584739446,174.48014468300184
407,naupliar,withFood,trj_naupwF5_1,1,3.6108,35.042,18.5517,0.2910923393014664,8.732770179043992,13.431071033664848
408,naupliar,withFood,trj_naupwF5_1,1,3.7542,35.0716,18.5634,0.1468897886171798,4.406693658515397,151.66524674737852
409,naupliar,withFood,trj_naupwF5_1,1,3.6716,35.003,18.5628,0.1073735535408951,3.221206606226855,161.76425513263445
410,naupliar,withFood,trj_naupwF5_1,1,3.898,35.1015,18.5274,0.2494240766245315,7.482722298735946,6.610389831183942
411,naupliar,withFood,trj_naupwF5_1,1,4.0577,35.1835,18.5191,0.179713605494965,5.3914081648489525,138.48440375792032
412,naupliar,withFood,trj_naupwF5_1,1,3.995,35.1377,18.5925,0.1068479761156001,3.205439283468003,146.71127428254596
413,naupliar,withFood,trj_naupwF5_1,1,4.1773,35.1588,18.5223,0.1964854702007243,5.894564106021731,3.8209679457210632
414,naupliar,withFood,trj_naupwF5_1,1,4.3665,35.1705,18.4399,0.2066961296202715,6.200883888608146,146.1645730310929
415,naupliar,withFood,trj_naupwF5_1,1,4.3375,35.1724,18.4845,0.0532331663533171,1.5969949905995144,162.04270584992597
416,naupliar,withFood,trj_naupwF5_1,1,4.4511,35.1804,18.39,0.1479838166827708,4.439514500483125,14.694955755112613
417,naupliar,withFood,trj_naupwF5_1,1,4.6431,35.1956,18.3002,0.2125066587192029,6.375199761576087,158.17658950560704
418,naupliar,withFood,trj_naupwF5_1,1,4.5834,35.1754,18.36,0.086880204880051,2.606406146401533,159.78345820277443
419,naupliar,withFood,trj_naupwF5_1,1,4.7213,35.3056,18.2214,0.2349008514245932,7.047025542737796,12.25067479923482
420,naupliar,withFood,trj_naupwF5_1,1,4.849,35.3808,18.1349,0.1715942306722475,5.147826920167427,95.17240822052696
421,naupliar,withFood,trj_naupwF5_1,1,4.9134,35.3061,18.1848,0.1105326196197307,3.3159785885919235,134.0782985441852
422,naupliar,withFood,trj_naupwF5_1,1,4.9533,35.49,18.0642,0.2235074495402789,6.705223486208367,20.57299445280588
423,naupliar,withFood,trj_naupwF5_1,1,5.0215,35.5808,17.984,0.1390248898578953,4.17074669573686,111.48160487755132
424,naupliar,withFood,trj_naupwF5_1,1,5.0889,35.489,18.0118,0.1172298596774777,3.516895790324334,147.58696697307823
425,naupliar,withFood,trj_naupwF5_1,1,5.0772,35.7156,17.9595,0.2328513259571489,6.985539778714467,4.089252341613949
